,vulnName,changeset,CVE,BID,BugzillaOpendate,reporttime,patchrelease
1534,1533842,9a628e114720,CVE-2019-11710,109081,,2019-07-09,2019-07-09
1535,1534196,4217a9f913d0 5929b22e9c9a,CVE-2019-11694,108418,,2019-05-21,2019-05-21
1536,1535194,52041aed6398 e964138e796b,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1537,1535612,208cf2d82f55 1b8d74f0b43f,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1538,1535848,c13b55d67ea2,CVE-2019-11710,109081,,2019-07-09,2019-07-09
1539,1536405,01c30f5cc07e def85b90d5e4,CVE-2019-9820,108418,,2019-05-21,2019-05-21
1540,1537924,229759a67f4f 28911550fa18 e8e770918af7,CVE-2019-9810,107548,2019-03-21,2019-03-22,2019-03-22
1541,1538006,2c49e736571b 6b61fd0bb597 77536919b121 5aa32b11aaac 662e97c69103 eebf74de1376,CVE-2019-9813,107548,,2019-03-22,2019-03-22
1542,1538619,78a50069de9a 7a0993f0f4fb,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1543,1538736,d3b41d3190e5 2be09493d405,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1544,1539219,8a1f1939b4e3 9c05e6a53337,CVE-2019-11709,109086,,2019-07-09,2019-07-09
1545,1540590,d02a00103fe4,CVE-2019-11710,109081,,2019-07-09,2019-07-09
1546,1540759,78915e9ee8f8,CVE-2019-11709,109086,,2019-07-09,2019-07-09
1547,1541580,660471b4a2ad 590d0706d113,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1548,1542097,32e046bfdeab a6d52faaa77c,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1549,1542581,4cf5365482ad 5e9f1cf06936,CVE-2019-9818,108418,,2019-05-21,2019-05-21
1550,1542593,6c982370080b,CVE-2019-11714,109087,,2019-07-09,2019-07-09
1551,1542829,ffaff6fb1fe3 e52e74683afc,CVE-2019-7317,108098,,2019-01-25,2019-05-21
1552,1543159,6b754628d159 f764410a3326,CVE-2019-9814,108421,,2019-05-21,2019-05-21
1553,1543804,2292724aa3f9 2fb5251ef5f1,CVE-2019-11712,109086,,2019-07-09,2019-07-09
1554,1544180,271512a8bcc3,CVE-2019-11710,109081,,2019-07-09,2019-07-09
1555,1544386,86ce00175866 a74585a7dec4 109cefe117fb 99a829d2a2a7,CVE-2019-11707,108810,2019-04-15,2019-06-18,2019-06-18
1556,1544670,f0be6dbacdb0 7ccaf2324317,CVE-2019-11692,108418,,2019-05-21,2019-05-21
1557,1546327,c89cf3ac460f 586c8f0a3c2d,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1558,1547757,c4781d18e0f5 326fdc435656,CVE-2019-11709,109086,,2019-07-09,2019-07-09
1559,1547760,adc12b4c5a9d 01f0e8d1402c,CVE-2019-11710,109081,,2019-07-09,2019-07-09
1560,1548044,153482073368 a80f2fc25393,CVE-2019-11764,,,2020-01-08,2019-10-22
1561,1548611,fe2f68fe25bc,CVE-2019-11710,109081,,2019-07-09,2019-07-09
1562,1548822,28716788b1f1,CVE-2019-11709,109086,,2019-07-09,2019-07-09
1563,1551913,d02282987e93 d1e960d52ee7,CVE-2019-11736,,,2019-09-27,2019-09-03
1564,1552541,79833c5d37bf 9b3c45bd2e77,CVE-2019-11711,109086,2019-05-17,2019-07-09,2019-07-09
1565,1555523,345ababc2c6c b9755d1531ec,CVE-2019-11715,109086,,2019-07-09,2019-07-09
1566,1555838,8cdaaacd3b29,CVE-2019-5849,,,2019-11-25,2019-09-03
1567,1557732,448b5cd3eaa0 b83fd0d95120,CVE-2020-6815,,,2020-03-25,2020-03-10
1568,1557739,66d07ba43d6d,CVE-2020-6815,,,2020-03-25,2020-03-10
1569,1559715,8c8c8cc13b27 9a9f7c1cd4c0,CVE-2019-11742,,,2019-09-27,2019-09-03
1570,1560641,e07c631eca62 b04fe5054ebd,CVE-2019-11734,,,2019-09-27,2019-09-03
1571,1560667,5a8a7c48c850 dfecb23de876 55b80c2e2228 ef6db5e18034,CVE-2019-17012,,,2020-01-08,2019-12-03
1572,1561912,762a04455b86 0ea23ef02519,CVE-2019-11735,,,2019-09-27,2019-09-03
1573,1562033,08dac69a3727 04b175b78928,CVE-2019-11744,,,2019-09-27,2019-09-03
1574,1563133,6fa38c5ad525 b5b868d520a2,CVE-2019-11740,,,2019-09-27,2019-09-03
1575,1564449,f54322689aa9 f31f9a54b70e,CVE-2019-11746,,,2019-09-27,2019-09-03
1576,1564481,8c4446751c4e fea8c86cd0d3,CVE-2019-11747,,,2019-09-27,2019-09-03
1577,1567209,05d6cb8093a3 75377c2f4732,CVE-2019-17012,,,2020-01-08,2019-12-03
1578,1568858,226098b73429 383500a28e6e,CVE-2019-11735,,,2019-09-27,2019-09-03
1579,1571223,762741676154 48e74f990086,CVE-2019-11764,,,2020-01-08,2019-10-22
1580,1572838,43a837ab3e86 bb2690f953d6 57bee2306211 20eaff20dec0,CVE-2019-11751,,,2019-09-27,2019-09-03
1581,1573160,486c1d9d1091 cbf4da0320f6,CVE-2019-11740,,,2019-09-27,2019-09-03
1582,1575217,e5ac6ba0a72f 2608778f7392,CVE-2019-11764,,,2020-01-08,2019-10-22
1583,1577719,bac926c1886e 57e9358e143d,CVE-2019-11760,,,2020-01-08,2019-10-22
1584,1577937,8c5640edebc6 8dd82e13bdf6,CVE-2019-17013,,,2020-01-08,2019-12-03
1585,1578933,2176a49275f4 98b1971b0a26,CVE-2019-11764,,,2020-01-08,2019-10-22
1586,1580156,0de59487070d fc56c00c1396,CVE-2019-13722,,,2020-01-14,2019-12-03
1587,1580288,65d9e403c9d4,CVE-2019-17012,,,2020-01-08,2019-12-03
1588,1580320,b79de21aa7b1,CVE-2019-17013,,,2020-01-08,2019-12-03
1589,1581084,61d7a299c26b 25b20d78a959,CVE-2019-17010,,,2020-01-08,2019-12-03
1590,1581950,c3ec34310124 99c61c3e15a1,CVE-2019-11764,,,2020-01-08,2019-10-22
1591,1582857,79ac597adb58 110ad98bd8c7,CVE-2019-11762,,,2020-01-08,2019-10-22
1592,1583684,78c8bfd463b5 d5b7b61bb2d2,CVE-2019-11764,,,2020-01-08,2019-10-22
1593,1584195,ea0524a93cf3,CVE-2019-17013,,,2020-01-08,2019-12-03
1594,1584216,973934de64d5 4db16a46ddce 0b47d14dc42f,CVE-2019-11763,,2019-09-26,2020-01-08,2019-10-22
1595,1584907,0594860c0390 71e7d47597e9,CVE-2019-15903,,,2019-09-04,2019-10-22
1596,1585106,96fb8fc95767 25aba0c1d11f,CVE-2019-17013,,,2020-01-08,2019-12-03
1597,1585760,26df551013d3 892ec9a8534a 1e074d517e70 c12729e7c41f 5ad3d1096232 28a8c133f68b,CVE-2019-17012,,,2020-01-08,2019-12-03
1598,1586293,1f23e415ca9a ecba1e3210ee,CVE-2019-17013,,,2020-01-08,2019-12-03
1599,1586599,4adca36e18ac b0305f4f1317 d6e38dc122e6,CVE-2019-11764,,,2020-01-08,2019-10-22
1600,1586845,4af47e25abad 2ce58a99cbfd,CVE-2019-11764,,,2020-01-08,2019-10-22
1601,1590447,dc6e710eed66,CVE-2019-17025,,,2020-01-08,2020-01-07
1602,1591334,ae7103e15afd aa565b968850,CVE-2019-17011,,,2020-01-08,2019-12-03
1603,1592502,6787b11419c2 a3b5cdce3ee7,CVE-2019-17012,,,2020-01-08,2019-12-03
1604,1595470,0213f7cd22c4,CVE-2019-17024,,,2020-01-08,2020-01-07
1605,1595692,8d1025c90eff,CVE-2019-17025,,,2020-01-08,2020-01-07
1606,1595786,67c5f2455441,CVE-2020-6800,,,2020-03-02,2020-02-11
1607,1596668,bee05acc3ce7 ebdbfe7bcbbd,CVE-2020-6797,,,2020-03-02,2020-02-11
1608,1596706,19fec8535fc3 23ec77327b8f,CVE-2020-6800,,,2020-03-02,2020-02-11
1609,1598543,b133c39528ad 266640dee34b 6cbc2116abb4 e07c1d22ec2f,CVE-2020-6800,,,2020-03-02,2020-02-11
1610,1598605,865189248dbb e37fba245468,CVE-2019-17024,,,2020-01-08,2020-01-07
1611,1601024,7bb78354d499 d358769894d0,CVE-2020-6801,,,2020-03-02,2020-02-11
1612,1601712,cc9af538369e 9947a9139a88,CVE-2020-6801,,,2020-03-02,2020-02-11
1613,1602843,79e508e5f428 7e9e38f8bd84,CVE-2019-17022,,,2020-01-08,2020-01-07
1614,1602944,c7545f9cfe8f 8c63ea54dd6b,CVE-2020-6798,,,2020-03-02,2020-02-11
1615,1604836,471f2a4e57f6,CVE-2020-6801,,,2020-03-02,2020-02-11
1616,1604847,6bdc1046d926 74a36bdba592,CVE-2020-6814,,,2020-03-25,2020-03-10
1617,1604851,e7d3c0687268 ff5864fa16d8,CVE-2020-6800,,,2020-03-02,2020-02-11
1618,1605814,85d79c1e43df,CVE-2020-6813,,,2020-03-25,2020-03-10
1619,1607443,d6e40de88f3d 4ec2c9a971e1 8a2adb09dd10 8260da04c9b1,CVE-2019-17026,,,2020-03-02,2020-01-08
1620,1608785,f484fad3e273 68842cf97fbd,CVE-2020-6800,,,2020-03-02,2020-02-11
1621,1610880,69154c7cfa49 e528b61ef288,CVE-2020-6805,,,2020-03-25,2020-03-10
1622,1612431,656b57e594de,CVE-2020-6815,,,2020-03-25,2020-03-10
1623,1613009,e798886970d1 ead2e7c7696c 107baea3cf67 f6bc002d0bb0,CVE-2020-6826,,,2020-04-24,2020-04-07
1624,1613195,8afa16203cea,CVE-2020-6826,,,2020-04-24,2020-04-07
1625,1613765,ecc0e7770308 efae21ce39a5 ea4d832cdde2 23240642f474,CVE-2019-20503,,,2020-03-06,2020-03-10
1626,1616661,ae8b63c2c704 bb9a59f0ce92 98a86f847c48 46c37c9fc23b,CVE-2020-6812,,,2020-03-25,2020-03-10
1627,1619229,0be880562cd3 d8365309fb69 7382415d9991 57154b2a142e 580d2b89834e abcc13a2ab0a,CVE-2020-6826,,,2020-04-24,2020-04-07
1628,1620193,d3a9c5d7c15e 3f9b009f5690 aa506197596f,CVE-2020-6825,,,2020-04-24,2020-04-07
1629,1620719,7935cf13d83f f30fcea84225,CVE-2020-6826,,,2020-04-24,2020-04-07
